age,attend,authoritarianism,black,born,childs,colath,colrac,colcom,colmil,colhomo,colmslm,con_govt,degree,egalit_scale,evangelical,grass,happy,hispanic_2,homosex,income06,marital,mode,news,owngun,partyid_3,polviews,pornlaw2,pray,pres08,reborn_r,relig,science_quiz,sex,sibs,social_connect,social_cons3,south,spend3,teensex,tolerance,tvhours,vetyears,wordsum,zodiac
83,Never,1,No,YES,4,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",4,HS,30,Low,LEGAL,NOT TOO HAPPY,No,NOT WRONG AT ALL,17,Divorced,IN-PERSON,EVERYDAY,NO,Dem,Liberal,Not illegal to all,ONCE A DAY,Obama,No,CATHOLIC,4,Male,4,5,Liberal,South,Conserv,SOMETIMES WRONG,13,3,LESS THAN 2 YRS,6,SCORPIO
38,Sev times/yr,1,No,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",1,Graduate deg,26,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,22,Married,IN-PERSON,EVERYDAY,NO,Ind,SlghtLib,Not illegal to all,LT ONCE A WEEK,Obama,No,NONE,6,Male,3,5,Liberal,South,Liberal,SOMETIMES WRONG,14,1,NONE,10,LEO
25,Never,2,Yes,YES,1,ALLOWED,NOT ALLOWED,FIRED,ALLOWED,ALLOWED,Not allowed,2,HS,20,High,LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,18,Never married,IN-PERSON,NEVER,NO,Ind,SlghtCons,Not illegal to all,LT ONCE A WEEK,Obama,Yes,PROTESTANT,5,Male,1,5,Liberal,South,Mod,ALWAYS WRONG,11,3,NONE,5,CAPRICORN
23,Never,2,No,YES,1,ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,ALLOWED,Not allowed,2,HS,22,Low,LEGAL,NOT TOO HAPPY,No,ALWAYS WRONG,11,Divorced,IN-PERSON,NEVER,NO,Ind,Moderate,Not illegal to all,NEVER,McCain,No,NONE,5,Female,2,6,Conserv,South,Liberal,ALWAYS WRONG,5,0,NONE,6,AQUARIUS
21,2-3 times /mo,3,No,YES,0,ALLOWED,ALLOWED,FIRED,ALLOWED,ALLOWED,Not allowed,4,HS,28,High,NOT LEGAL,NOT TOO HAPPY,No,ALMST ALWAYS WRG,17,Never married,IN-PERSON,LESS THAN ONCE WK,NO,Rep,Moderate,Not illegal to all,SEVERAL TIMES A WEEK,Obama,Yes,CATHOLIC,5,Female,1,3,Conserv,South,Liberal,ALWAYS WRONG,9,3,NONE,7,CANCER
56,Once/yr,1,No,YES,4,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,ALLOWED,Not allowed,1,HS,22,Mod,LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,23,Married,IN-PERSON,EVERYDAY,YES,Ind,Moderate,Illegal to all,ONCE A WEEK,McCain,Yes,CATHOLIC,1,Female,4,3,Conserv,South,Conserv,ALWAYS WRONG,6,4,NONE,5,GEMINI
30,Sev times/yr,4,No,YES,0,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,1,HS,32,High,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,15,Never married,IN-PERSON,EVERYDAY,NO,Ind,Moderate,Not illegal to all,LT ONCE A WEEK,Obama,Yes,PROTESTANT,5,Female,7,9,Liberal,South,Mod,SOMETIMES WRONG,10,6,NONE,4,CANCER
62,Every wk,2,No,YES,3,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,ALLOWED,Not allowed,1,HS,7,Low,NOT LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,20,Married,OVER THE PHONE,FEW TIMES A WEEK,YES,Rep,ExtrmCons,Not illegal to all,SEVERAL TIMES A DAY,McCain,No,CATHOLIC,5,Female,3,3,Conserv,South,Mod,ALWAYS WRONG,12,2,NONE,6,LIBRA
39,2-3 times /mo,1,No,YES,0,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",2,Bachelor deg,22,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,24,Married,IN-PERSON,EVERYDAY,NO,Ind,Moderate,Not illegal to all,ONCE A DAY,Obama,No,CATHOLIC,7,Male,2,6,Liberal,South,Conserv,ALWAYS WRONG,13,2,NONE,8,SAGITTARIUS
25,Never,2,No,YES,0,ALLOWED,NOT ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,Not allowed,2,Bachelor deg,31,Low,LEGAL,NOT TOO HAPPY,No,NOT WRONG AT ALL,4,Never married,OVER THE PHONE,FEW TIMES A WEEK,NO,Dem,Liberal,Not illegal to all,NEVER,Obama,No,NONE,7,Male,1,7,Liberal,South,Liberal,SOMETIMES WRONG,12,0,NONE,8,TAURUS
75,Sev times/yr,0,Yes,YES,2,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,2,Graduate deg,35,Low,LEGAL,NOT TOO HAPPY,No,NOT WRONG AT ALL,19,Never married,IN-PERSON,EVERYDAY,NO,Dem,Liberal,Not illegal to all,ONCE A DAY,Obama,No,PROTESTANT,6,Male,7,7,Liberal,South,Liberal,SOMETIMES WRONG,12,3,MORE THAN 4 YRS,5,CAPRICORN
57,Every wk,6,Yes,NO,3,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,NOT ALLOWED,Not allowed,4,<HS,35,Mod,NOT LEGAL,NOT TOO HAPPY,No,ALWAYS WRONG,1,Divorced,IN-PERSON,EVERYDAY,NO,Ind,SlghtLib,Illegal to all,SEVERAL TIMES A DAY,Obama,Yes,MOSLEM/ISLAM,6,Male,7,4,Conserv,South,Liberal,ALWAYS WRONG,1,2,NONE,4,CANCER
20,Sev times/yr,3,Yes,YES,0,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,ALLOWED,Not allowed,3,HS,29,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,21,Never married,IN-PERSON,ONCE A WEEK,NO,Dem,SlghtCons,Not illegal to all,ONCE A WEEK,Obama,No,PROTESTANT,7,Male,4,6,Liberal,South,Conserv,ALMST ALWAYS WRG,7,4,NONE,7,AQUARIUS
42,>Once/wk,6,Yes,NO,3,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,ALLOWED,Not allowed,4,<HS,35,High,LEGAL,VERY HAPPY,No,ALWAYS WRONG,17,Married,IN-PERSON,EVERYDAY,NO,Dem,ExtrmLib,Not illegal to all,SEVERAL TIMES A DAY,Obama,Yes,PROTESTANT,5,Female,6,9,Liberal,South,Conserv,NOT WRONG AT ALL,4,4,NONE,2,PISCES
63,Sev times/yr,1,No,YES,1,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",4,Graduate deg,18,Low,LEGAL,VERY HAPPY,No,NOT WRONG AT ALL,25,Married,IN-PERSON,EVERYDAY,YES,Ind,Moderate,Not illegal to all,LT ONCE A WEEK,McCain,No,PROTESTANT,9,Male,7,5,Liberal,South,Conserv,ALWAYS WRONG,14,1,LESS THAN 2 YRS,7,ARIES
54,Every wk,3,No,YES,2,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",2,Graduate deg,14,Mod,LEGAL,VERY HAPPY,No,NOT WRONG AT ALL,25,Married,IN-PERSON,EVERYDAY,YES,Dem,SlghtCons,Not illegal to all,SEVERAL TIMES A DAY,Obama,No,PROTESTANT,9,Male,2,5,Liberal,South,Conserv,ALWAYS WRONG,12,1,NONE,7,LIBRA
77,Every wk,3,No,YES,3,ALLOWED,ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,Not allowed,2,Graduate deg,9,Mod,NOT LEGAL,VERY HAPPY,No,ALMST ALWAYS WRG,25,Married,IN-PERSON,EVERYDAY,YES,Rep,SlghtCons,Not illegal to all,ONCE A DAY,McCain,No,PROTESTANT,6,Male,1,5,Mod,South,Conserv,ALWAYS WRONG,13,2,MORE THAN 4 YRS,9,TAURUS
48,Never,4,Yes,YES,2,ALLOWED,NOT ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,"Yes, allowed",2,Bachelor deg,11,Low,LEGAL,VERY HAPPY,No,NOT WRONG AT ALL,17,Separated,IN-PERSON,ONCE A WEEK,YES,Ind,Moderate,Not illegal to all,ONCE A DAY,Obama,No,NONE,6,Female,6,7,Liberal,South,Mod,ALMST ALWAYS WRG,13,7,NONE,6,CAPRICORN
21,Once/yr,1,No,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,HS,6,Low,LEGAL,NOT TOO HAPPY,No,NOT WRONG AT ALL,8,Never married,IN-PERSON,NEVER,NO,Ind,SlghtLib,Not illegal to all,NEVER,Obama,No,NONE,7,Male,7,4,Liberal,South,Conserv,SOMETIMES WRONG,13,0,NONE,1,AQUARIUS
50,2-3 times /mo,2,Yes,YES,1,ALLOWED,ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,Not allowed,3,Junior Coll,8,High,NOT LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,17,Never married,IN-PERSON,ONCE A WEEK,NO,Dem,SlghtCons,Illegal to all,ONCE A DAY,Obama,Yes,PROTESTANT,5,Female,1,7,Conserv,South,Mod,ALWAYS WRONG,10,3,NONE,5,SCORPIO
38,Every wk,5,No,YES,3,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",2,Bachelor deg,17,High,NOT LEGAL,VERY HAPPY,No,NOT WRONG AT ALL,25,Married,IN-PERSON,NEVER,YES,Dem,Moderate,Illegal to all,SEVERAL TIMES A DAY,Obama,Yes,PROTESTANT,7,Female,1,2,Liberal,South,Liberal,ALWAYS WRONG,14,0,NONE,7,LEO
33,Never,4,No,NO,3,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,2,<HS,20,Low,NOT LEGAL,VERY HAPPY,Yes,ALWAYS WRONG,20,Married,IN-PERSON,LESS THAN ONCE WK,NO,Ind,ExtrmCons,Not illegal to all,ONCE A DAY,McCain,No,CATHOLIC,3,Male,8,3,Mod,South,Conserv,ALWAYS WRONG,6,0,NONE,5,GEMINI
26,Sev times/yr,6,No,YES,0,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,NOT ALLOWED,Not allowed,4,HS,25,Low,LEGAL,VERY HAPPY,No,ALWAYS WRONG,20,Married,IN-PERSON,NEVER,YES,Rep,Moderate,Not illegal to all,LT ONCE A WEEK,McCain,No,PROTESTANT,4,Male,2,4,Mod,South,Liberal,ALWAYS WRONG,5,2,NONE,5,ARIES
33,Once/yr,1,No,YES,2,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",4,HS,22,Low,LEGAL,NOT TOO HAPPY,No,NOT WRONG AT ALL,9,Never married,IN-PERSON,LESS THAN ONCE WK,NO,Dem,Liberal,Not illegal to all,SEVERAL TIMES A WEEK,Obama,No,NONE,8,Female,1,4,Liberal,Nonsouth,Conserv,NOT WRONG AT ALL,14,1,NONE,7,GEMINI
25,Sev times/yr,1,No,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",4,Bachelor deg,17,Low,NOT LEGAL,PRETTY HAPPY,No,SOMETIMES WRONG,20,Never married,OVER THE PHONE,EVERYDAY,NO,Rep,Conserv,Not illegal to all,ONCE A DAY,McCain,No,PROTESTANT,9,Male,1,6,Conserv,Nonsouth,Conserv,ALWAYS WRONG,14,3,NONE,7,LIBRA
27,Once/yr,0,No,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",4,Bachelor deg,5,Low,LEGAL,VERY HAPPY,No,NOT WRONG AT ALL,11,Never married,IN-PERSON,EVERYDAY,NO,Ind,Moderate,Not illegal to all,LT ONCE A WEEK,McCain,No,CATHOLIC,8,Male,1,9,Liberal,Nonsouth,Mod,SOMETIMES WRONG,12,2,NONE,7,CAPRICORN
28,Once/yr,0,No,YES,0,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,3,Bachelor deg,14,Low,LEGAL,VERY HAPPY,No,NOT WRONG AT ALL,24,Never married,IN-PERSON,LESS THAN ONCE WK,YES,Rep,SlghtLib,Not illegal to all,NEVER,McCain,No,NONE,8,Female,1,9,Liberal,Nonsouth,Mod,ALMST ALWAYS WRG,13,1,NONE,7,SCORPIO
22,Never,2,No,YES,0,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",4,Bachelor deg,28,Low,LEGAL,VERY HAPPY,No,NOT WRONG AT ALL,17,Never married,OVER THE PHONE,ONCE A WEEK,NO,Dem,Liberal,Not illegal to all,LT ONCE A WEEK,Obama,No,CATHOLIC,7,Male,1,6,Liberal,Nonsouth,Conserv,ALWAYS WRONG,12,3,NONE,3,VIRGO
48,Sev times/yr,0,No,YES,2,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,3,Graduate deg,29,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,24,Married,IN-PERSON,EVERYDAY,NO,Ind,Liberal,Not illegal to all,ONCE A DAY,Obama,No,CATHOLIC,7,Female,2,6,Liberal,Nonsouth,Liberal,ALWAYS WRONG,12,1,NONE,8,ARIES
89,Once/yr,2,No,YES,1,NOT ALLOWED,NOT ALLOWED,NOT FIRED,NOT ALLOWED,NOT ALLOWED,Not allowed,3,<HS,17,Low,NOT LEGAL,NOT TOO HAPPY,No,ALWAYS WRONG,14,Divorced,IN-PERSON,ONCE A WEEK,NO,Dem,Conserv,Illegal to all,ONCE A DAY,Obama,No,CATHOLIC,5,Male,11,1,Conserv,Nonsouth,Conserv,ALMST ALWAYS WRG,9,0,2 TO 4 YEARS,8,GEMINI
87,Once/yr,1,No,YES,2,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,HS,29,Low,LEGAL,PRETTY HAPPY,No,ALMST ALWAYS WRG,8,Widowed,IN-PERSON,EVERYDAY,YES,Ind,Liberal,Not illegal to all,ONCE A DAY,Obama,No,CATHOLIC,7,Female,3,5,Liberal,Nonsouth,Liberal,ALMST ALWAYS WRG,14,0,NONE,5,TAURUS
64,Never,5,No,YES,3,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",2,Bachelor deg,7,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,22,Widowed,IN-PERSON,FEW TIMES A WEEK,NO,Ind,Moderate,Not illegal to all,NEVER,Obama,No,NONE,6,Male,5,4,Liberal,Nonsouth,Liberal,ALMST ALWAYS WRG,14,4,LESS THAN 2 YRS,7,ARIES
57,Once/yr,2,No,YES,5,ALLOWED,NOT ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,Not allowed,3,<HS,35,Mod,LEGAL,NOT TOO HAPPY,No,NOT WRONG AT ALL,16,Divorced,IN-PERSON,LESS THAN ONCE WK,NO,Dem,Liberal,Not illegal to all,ONCE A WEEK,Obama,No,CATHOLIC,3,Male,12,6,Liberal,Nonsouth,Mod,SOMETIMES WRONG,11,4,NONE,4,CAPRICORN
46,Once/mo,0,No,YES,3,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,2,Bachelor deg,14,Low,NOT LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,21,Married,OVER THE PHONE,ONCE A WEEK,NO,Ind,Moderate,Not illegal to all,ONCE A DAY,Obama,No,CATHOLIC,7,Female,5,6,Liberal,Nonsouth,Liberal,ALWAYS WRONG,12,2,NONE,9,SCORPIO
58,Once/yr,0,No,YES,2,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,Graduate deg,21,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,25,Married,IN-PERSON,EVERYDAY,NO,Dem,Liberal,Not illegal to all,SEVERAL TIMES A WEEK,Obama,No,JEWISH,7,Female,1,5,Liberal,Nonsouth,Liberal,ALWAYS WRONG,14,2,NONE,10,ARIES
45,Every wk,1,No,YES,3,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,3,Graduate deg,24,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,25,Married,IN-PERSON,EVERYDAY,NO,Dem,SlghtLib,Not illegal to all,LT ONCE A WEEK,Obama,No,CATHOLIC,8,Female,2,5,Liberal,Nonsouth,Conserv,ALWAYS WRONG,12,1,NONE,10,ARIES
38,Once/yr,1,No,YES,0,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,3,HS,35,Low,NOT LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,17,Never married,OVER THE PHONE,ONCE A WEEK,NO,Ind,Liberal,Not illegal to all,ONCE A DAY,McCain,No,CATHOLIC,6,Female,3,8,Mod,Nonsouth,Liberal,ALWAYS WRONG,12,8,NONE,5,TAURUS
69,Nrly evry wk,0,No,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",4,Graduate deg,33,Low,LEGAL,NOT TOO HAPPY,No,NOT WRONG AT ALL,16,Never married,IN-PERSON,NEVER,NO,Dem,Liberal,Not illegal to all,ONCE A DAY,Obama,No,PROTESTANT,10,Female,2,5,Liberal,Nonsouth,Liberal,ALWAYS WRONG,14,2,NONE,8,GEMINI
61,Sev times/yr,3,No,YES,3,ALLOWED,NOT ALLOWED,FIRED,ALLOWED,ALLOWED,Not allowed,4,Junior Coll,29,Mod,LEGAL,VERY HAPPY,No,ALWAYS WRONG,24,Married,IN-PERSON,LESS THAN ONCE WK,NO,Ind,Liberal,Not illegal to all,SEVERAL TIMES A WEEK,Obama,No,CATHOLIC,6,Male,2,6,Conserv,Nonsouth,Conserv,ALWAYS WRONG,10,4,2 TO 4 YEARS,5,LIBRA
48,Never,1,No,NO,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",2,Graduate deg,23,Low,LEGAL,PRETTY HAPPY,Yes,NOT WRONG AT ALL,25,Married,IN-PERSON,FEW TIMES A WEEK,NO,Dem,ExtrmLib,Not illegal to all,LT ONCE A WEEK,Obama,No,NONE,6,Female,3,7,Liberal,Nonsouth,Liberal,NOT WRONG AT ALL,14,0,NONE,8,GEMINI
37,Once/yr,3,No,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,2,Bachelor deg,7,Low,NOT LEGAL,PRETTY HAPPY,No,ALMST ALWAYS WRG,21,Married,IN-PERSON,FEW TIMES A WEEK,YES,Rep,Conserv,Not illegal to all,LT ONCE A WEEK,McCain,No,CATHOLIC,9,Male,3,4,Mod,Nonsouth,Conserv,NOT WRONG AT ALL,12,2,NONE,7,TAURUS
47,Never,1,No,NO,1,ALLOWED,ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,"Yes, allowed",2,HS,27,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,9,Divorced,IN-PERSON,FEW TIMES A WEEK,NO,Ind,SlghtLib,Not illegal to all,ONCE A DAY,Obama,No,NONE,8,Male,3,7,Liberal,Nonsouth,Mod,NOT WRONG AT ALL,11,4,2 TO 4 YEARS,4,PISCES
26,Never,0,No,NO,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",4,Graduate deg,28,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,20,Never married,IN-PERSON,EVERYDAY,NO,Ind,Moderate,Not illegal to all,NEVER,Obama,No,NONE,8,Male,0,8,Liberal,Nonsouth,Conserv,ALMST ALWAYS WRG,14,2,NONE,7,SAGITTARIUS
41,Sev times/yr,2,No,NO,1,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,ALLOWED,Not allowed,3,HS,24,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,19,Divorced,OVER THE PHONE,EVERYDAY,NO,Dem,SlghtLib,Not illegal to all,ONCE A DAY,Obama,No,CATHOLIC,7,Female,2,8,Liberal,Nonsouth,Liberal,ALWAYS WRONG,5,2,NONE,5,CANCER
81,Never,4,No,YES,4,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,ALLOWED,Not allowed,4,<HS,9,Low,NOT LEGAL,VERY HAPPY,No,ALWAYS WRONG,8,Widowed,IN-PERSON,LESS THAN ONCE WK,NO,Ind,ExtrmLib,Not illegal to all,ONCE A WEEK,Obama,No,CATHOLIC,5,Female,3,4,Mod,Nonsouth,Conserv,ALWAYS WRONG,10,4,NONE,5,CAPRICORN
32,<Once/yr,0,No,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,Bachelor deg,17,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,22,Never married,IN-PERSON,EVERYDAY,NO,Ind,SlghtLib,Not illegal to all,NEVER,Obama,No,NONE,7,Male,2,10,Liberal,Nonsouth,Conserv,SOMETIMES WRONG,14,1,NONE,9,CAPRICORN
27,Never,1,No,YES,1,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,HS,15,Low,LEGAL,VERY HAPPY,No,NOT WRONG AT ALL,18,Married,IN-PERSON,EVERYDAY,YES,Ind,SlghtCons,Not illegal to all,NEVER,Obama,No,OTHER,5,Male,2,8,Liberal,Nonsouth,Liberal,SOMETIMES WRONG,14,1,NONE,10,TAURUS
32,Once/mo,3,No,YES,1,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",2,HS,18,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,12,Separated,IN-PERSON,FEW TIMES A WEEK,NO,Ind,Moderate,Not illegal to all,NEVER,Obama,No,PROTESTANT,7,Female,2,10,Liberal,Nonsouth,Conserv,SOMETIMES WRONG,13,1,NONE,6,LEO
39,Every wk,2,No,YES,3,NOT ALLOWED,NOT ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,Not allowed,3,Graduate deg,18,High,NOT LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,22,Married,IN-PERSON,NEVER,NO,Ind,SlghtCons,Illegal to all,ONCE A DAY,McCain,Yes,PROTESTANT,5,Female,4,6,Conserv,Nonsouth,Liberal,ALWAYS WRONG,7,4,NONE,6,VIRGO
55,Every wk,1,No,YES,0,NOT ALLOWED,NOT ALLOWED,FIRED,NOT ALLOWED,ALLOWED,Not allowed,3,Bachelor deg,17,Low,NOT LEGAL,PRETTY HAPPY,No,SOMETIMES WRONG,21,Married,IN-PERSON,ONCE A WEEK,NO,Dem,Moderate,Not illegal to all,SEVERAL TIMES A DAY,Obama,No,CATHOLIC,6,Female,1,4,Mod,Nonsouth,Mod,ALWAYS WRONG,9,3,NONE,6,AQUARIUS
35,Never,2,No,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",2,Bachelor deg,18,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,25,Married,OVER THE PHONE,NEVER,NO,Ind,Moderate,Not illegal to all,NEVER,Obama,No,NONE,10,Male,1,4,Liberal,Nonsouth,Conserv,ALWAYS WRONG,12,3,NONE,7,CANCER
64,Never,0,No,YES,0,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",2,Bachelor deg,24,Low,LEGAL,VERY HAPPY,No,NOT WRONG AT ALL,16,Never married,IN-PERSON,EVERYDAY,NO,Dem,ExtrmLib,Not illegal to all,NEVER,Obama,No,NONE,8,Male,0,8,Liberal,Nonsouth,Liberal,ALWAYS WRONG,14,2,NONE,8,CAPRICORN
52,Once/yr,3,No,YES,2,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,HS,21,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,15,Never married,IN-PERSON,EVERYDAY,NO,Ind,Moderate,Not illegal to all,ONCE A WEEK,Obama,No,CATHOLIC,8,Male,1,8,Liberal,Nonsouth,Mod,ALWAYS WRONG,14,4,NONE,8,SAGITTARIUS
46,Never,2,No,YES,4,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,HS,35,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,17,Never married,IN-PERSON,EVERYDAY,NO,Ind,SlghtLib,Not illegal to all,ONCE A DAY,Obama,No,CATHOLIC,8,Female,6,4,Liberal,Nonsouth,Conserv,ALWAYS WRONG,14,3,NONE,7,AQUARIUS
34,>Once/wk,4,No,NO,3,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,3,<HS,27,High,NOT LEGAL,NOT TOO HAPPY,Yes,ALWAYS WRONG,2,Never married,IN-PERSON,ONCE A WEEK,NO,Ind,SlghtLib,Not illegal to all,SEVERAL TIMES A WEEK,Obama,Yes,PROTESTANT,4,Female,4,6,Conserv,Nonsouth,Conserv,ALWAYS WRONG,13,3,NONE,1,SCORPIO
55,Sev times/yr,5,No,NO,3,NOT ALLOWED,NOT ALLOWED,FIRED,ALLOWED,ALLOWED,Not allowed,2,<HS,35,Low,LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,11,Married,IN-PERSON,EVERYDAY,NO,Ind,Moderate,Not illegal to all,SEVERAL TIMES A DAY,Obama,No,CATHOLIC,2,Female,12,5,Liberal,Nonsouth,Conserv,ALMST ALWAYS WRG,9,3,NONE,3,AQUARIUS
34,<Once/yr,2,No,YES,1,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,Junior Coll,8,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,17,Divorced,IN-PERSON,LESS THAN ONCE WK,YES,Ind,Moderate,Not illegal to all,NEVER,Obama,No,NONE,9,Female,1,5,Liberal,Nonsouth,Conserv,SOMETIMES WRONG,13,1,NONE,8,ARIES
35,Never,6,No,YES,0,ALLOWED,NOT ALLOWED,NOT FIRED,ALLOWED,ALLOWED,Not allowed,3,<HS,30,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,21,Married,OVER THE PHONE,NEVER,NO,Ind,Conserv,Not illegal to all,LT ONCE A WEEK,Obama,No,CATHOLIC,7,Male,3,6,Mod,Nonsouth,Liberal,ALWAYS WRONG,10,2,NONE,7,LIBRA
61,Once/mo,1,No,YES,3,ALLOWED,NOT ALLOWED,NOT FIRED,NOT ALLOWED,ALLOWED,Not allowed,4,HS,27,Low,NOT LEGAL,PRETTY HAPPY,No,ALWAYS WRONG,23,Married,IN-PERSON,NEVER,NO,Ind,SlghtCons,Illegal to all,SEVERAL TIMES A DAY,Obama,No,PROTESTANT,5,Female,4,8,Mod,Nonsouth,Liberal,ALWAYS WRONG,11,1,NONE,8,VIRGO
65,Never,1,No,YES,2,ALLOWED,ALLOWED,NOT FIRED,ALLOWED,ALLOWED,"Yes, allowed",3,Bachelor deg,23,Low,LEGAL,PRETTY HAPPY,No,NOT WRONG AT ALL,22,Married,IN-PERSON,EVERYDAY,NO,Ind,SlghtLib,Not illegal to all,NEVER,Obama,No,PROTESTANT,5,Female,2,5,Liberal,Nonsouth,Conserv,ALWAYS WRONG,14,3,NONE,7,SAGITTARIUS
